START_Y 7008
END_X 30656
END_Y 7008
DIR_X 0.00
DIR_Y 0.00
MAX_THINKTIME 0
THINKTIME 0
MENTAL 0
HEALTH 40
DAMAGE 0
SPAWNTIME 0
SPEED 3.00
WEIGHT 1.00
OBJECTIVE_NAME AWESOME_BOSS_WALL_5
REQUIRES nothing
ACTIVE TRUE
FACE LEFT
}

{
TYPE WEAK_WALL
NAME wall/invisible_wall
X 30656
Y 7072
START_X 30656
START_Y 7072
END_X 30656
END_Y 7072
DIR_X 0.00
DIR_Y 0.00
MAX_THINKTIME 0
THINKTIME 0
MENTAL 0
HEALTH 40
DAMAGE 0
SPAWNTIME 0
SPEED 3.00
WEIGHT 1.00
OBJECTIVE_NAME AWESOME_BOSS_WALL_6
REQUIRES nothing
ACTIVE TRUE
FACE LEFT
}

{
TYPE WEAK_WALL
NAME wall/invisible_wall
X 30656
Y 7136
START_X 30656
START_Y 7136
END_X 30656
END_Y 7136
DIR_X 0.00
DIR_Y 0.00
MAX_THINKTIME 0
THINKTIME 0
MENTAL 0
HEALTH 40
DAMAGE 0
SPAWNTIME 0
SPEED 3.00
WEIGHT 1.00
OBJECTIVE_NAME AWESOME_BOSS_WALL_7
REQUIRES nothing
ACTIVE TRUE
FACE LEFT
}

{
TYPE WEAK_WALL
NAME wall/invisible_wall
X 30656
Y 7200
START_X 30656
START_Y 7200
END_X 30656
END_Y 7200
DIR_X 0.00
DIR_Y 0.00
MAX_THINKTIME 0
THINKTIME 0
MENTAL 0
HEALTH 40
DAMAGE 0
SPAWNTIME 0
SPEED 3.00
WEIGHT 1.00
OBJECTIVE_NAME AWESOME_BOSS_WALL_8
REQUIRES nothing
ACTIVE TRUE
FACE LEFT
}

{
TYPE WEAK_WALL
NAME wall/invisible_wall
X 30656
Y 7264
START_X 30656
START_Y 7264
END_X 30656
END_Y 7264
DIR_X 0.00
DIR_Y 0.00
MAX_THINKTIME 0
THINKTIME 0
MENTAL 0
HEALTH 40
DAMAGE 0
SPAWNTIME 0
SPEED 3.00
WEIGHT 1.00
OBJECTIVE_NAME AWESOME_BOSS_WALL_9
REQUIRES nothing
ACTIVE TRUE
FACE LEFT
}

{
TYPE ENEMY
NAME boss/awesome_boss_meter
X 30309
Y 6474
START_X 30309
START_Y 6474
END_X 30309
END_Y 6474
DIR_X 0.00
DIR_Y 0.00
MAX_THINKTIME 0
THINKTIME 0
MENTAL 0
HEALTH 500
DAMAGE 0
SPAWNTIME 0
SPEED 0.00
WEIGHT 1.00
OBJECTIVE_NAME AWESOME_BOSS_METER
REQUIRES 
ACTIVE FALSE
FACE LEFT
}

{
TYPE TARGET
NAME AWESOME_TARGET_LEFT
START_X 30060
START_Y 6750
}

{
TYPE TARGET
NAME AWESOME_TARGET_RIGHT
START_X 30560
START_Y 6750
}

{
TYPE TRIGGER
TRIGGER_NAME AWESOME_BOSS_METER
TRIGGER_COUNT 0
TRIGGER_TOTAL 1
TRIGGER_TYPE RUN_SCRIPT
TRIGGER_TARGET awesome_boss_die
}

MAP_NAME MAP06
UPDATE_ENTITY_BY_START 19 1048 Y 4280
UPDATE_ENTITY_BY_START 19 1048 END_Y 4280
UPDATE_ENTITY_BY_START 19 1048 START_Y 4280
UPDATE_ENTITY_BY_START 376 1343 Y 4575
UPDATE_ENTITY_BY_START 376 1343 END_Y 4575
UPDATE_ENTITY_BY_START 376 1343 START_Y 4575
UPDATE_ENTITY_BY_START 320 1344 Y 4576
UPDATE_ENTITY_BY_START 320 1344 END_Y 4576
UPDATE_ENTITY_BY_START 320 1344 START_Y 4576
UPDATE_ENTITY_BY_START 288 1344 Y 4576
UPDATE_ENTITY_BY_START 288 1344 END_Y 4576
UPDATE_ENTITY_BY_START 288 1344 START_Y 4576
UPDATE_ENTITY_BY_START 256 1344 Y 4576
UPDATE_ENTITY_BY_START 256 1344 END_Y 4576
UPDATE_ENTITY_BY_START 256 1344 START_Y 4576
UPDATE_ENTITY_BY_START 224 1344 Y 4576
UPDATE_ENTITY_BY_START 224 1344 END_Y 4576
UPDATE_ENTITY_BY_START 224 1344 START_Y 4576
UPDATE_ENTITY_BY_START 192 1344 Y 4576
UPDATE_ENTITY_BY_START 192 1344 END_Y 4576
UPDATE_ENTITY_BY_START 192 1344 START_Y 4576
UPDATE_ENTITY_BY_START 160 1344 Y 4576
UPDATE_ENTITY_BY_START 160 1344 END_Y 4576
UPDATE_ENTITY_BY_START 160 1344 START_Y 4576
UPDATE_ENTITY_BY_START 128 1344 Y 4576
UPDATE_ENTITY_BY_START 128 1344 END_Y 4576
UPDATE_ENTITY_BY_START 128 1344 START_Y 4576
UPDATE_ENTITY_BY_START 1248 1792 Y 5024
UPDATE_ENTITY_BY_START 1248 1792 END_Y 5024
UPDATE_ENTITY_BY_START 1248 1792 START_Y 5024
UPDATE_ENTITY_BY_START 1225 1844 Y 5076
UPDATE_ENTITY_BY_START 1225 1844 END_Y 5076
UPDATE_ENTITY_BY_START 1225 1844 START_Y 5076
UPDATE_ENTITY_BY_START 1205 1051 Y 4283
UPDATE_ENTITY_BY_START 1205 1051 END_Y 4283
UPDATE_ENTITY_BY_START 1205 1051 START_Y 4283
UPDATE_ENTITY_BY_START 160 640 Y 3872
UPDATE_ENTITY_BY_START 160 640 END_Y 3872
UPDATE_ENTITY_BY_START 160 640 START_Y 3872
UPDATE_ENTITY_BY_START 853 1835 Y 5067
UPDATE_ENTITY_BY_START 853 1835 END_Y 5067
UPDATE_ENTITY_BY_START 853 1835 START_Y 5067
UPDATE_ENTITY_BY_START 853 1835 Y 5067
UPDATE_ENTITY_BY_START 853 1835 END_Y 5067
UPDATE_ENTITY_BY_START 853 1835 START_Y 5067
